"","cust_id","age","area","num_bask","num_item","spend","num_productId","num_productCat","ipc_max","ipc_med","ipc_min","spc_max","spc_med","spc_min","productCat_min","productCat_med","productCat_max","popcat_nbaskA","popcat_nbaskB","popcat_nbaskC","popcat_nbaskD","popcat_nbaskE","popcat_sizeA","popcat_sizeB","popcat_sizeC","popcat_sizeD","popcat_sizeE","popid_nbaskA","popid_nbaskB","popid_nbaskC","popid_nbaskD","popid_nbaskE","poppriceA","poppriceB","poppriceC","poppriceD","poppriceE"
"24","1003178",6,8,1,1,36,1,1,1,1,1,36,36,36,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"25","1003208",5,6,15,17,1549,15,14,17,17,17,1549,1549,1549,14,14,14,0,0,0,1,14,0,0,4,4,7,0,0,1,4,10,3,4,7,1,0
"26","1003505",3,6,8,9,699,8,8,6,2,1,533,145,21,1,2,5,0,0,0,0,8,0,0,0,2,6,0,0,0,1,7,4,1,1,2,0
"27","1003673",5,5,49,81,12791,48,38,50,40.5,31,7443,6395.5,5348,20,20.5,21,0,0,4,4,41,1,0,2,11,35,1,2,3,7,36,17,15,6,7,4
"28","1003765",8,8,15,16,2353,11,11,10,4,2,1272,676,405,2,4,9,0,0,0,0,15,0,0,1,4,10,0,0,0,1,14,2,6,0,5,2
"29","1003819",3,5,23,30,2523,23,19,15,6,3,1474,369,311,2,4.5,9,0,1,0,3,19,0,1,1,6,15,0,1,0,4,18,10,7,4,2,0
"30","1003871",6,6,7,11,2610,7,6,11,11,11,2610,2610,2610,6,6,6,0,0,0,0,7,0,0,1,4,2,0,0,0,0,7,2,1,2,2,0
"31","100410",7,4,8,10,1592,8,8,10,10,10,1592,1592,1592,8,8,8,0,1,0,1,6,1,0,1,1,5,0,0,0,2,6,1,1,3,3,0
"32","1004373",5,5,116,262,79860,88,49,71,18,9,33425,2341,1307,3,7,21,0,0,1,6,109,3,1,8,18,86,1,7,7,22,79,46,24,24,20,2
"33","100465",10,5,27,43,2940,25,15,17,8,4,1407,390,141,2,3,7,0,0,0,0,27,0,3,1,10,13,0,0,0,1,26,23,2,1,1,0
"34","1004663",5,4,31,35,3881,27,21,8,5.5,4,968,633.5,439,2,5,7,0,0,1,5,25,1,0,1,10,19,0,3,1,8,19,7,8,8,6,2
"35","1004687",6,5,20,86,112029,18,17,42,38,6,65335,46081,613,5,5,9,0,1,3,6,10,0,0,5,3,12,2,4,2,4,8,5,3,2,7,3
"36","1004694",4,7,78,106,11295,68,45,11,5,1,1690,393,136,1,3,10,0,0,2,3,73,2,0,3,16,57,0,1,4,8,65,35,26,7,3,7
"37","1004717",3,4,4,5,551,4,4,5,5,5,551,551,551,4,4,4,0,0,0,0,4,0,0,1,1,2,0,0,0,0,4,0,2,2,0,0
"38","100496",5,6,15,26,1351,15,7,15,6,5,783,392,176,2,3,3,0,0,0,0,15,0,0,1,3,11,0,0,0,0,15,13,2,0,0,0
"39","100519",3,3,12,17,1145,12,6,17,17,17,1145,1145,1145,6,6,6,0,0,0,0,12,0,0,0,2,10,0,0,0,0,12,5,3,4,0,0
"40","1005226",4,6,3,4,164,3,3,4,4,4,164,164,164,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,1,2,3,0,0,0,0
"41","1005240",6,5,96,137,23545,90,68,40,24,19,6934,3672,3084,12,14,26,1,1,1,6,87,3,0,9,30,54,0,2,3,13,78,26,30,20,15,5
"42","1005493",8,5,18,24,4239,17,16,10,8,6,1585,1580,1074,4,7,7,0,0,0,2,16,0,0,1,6,11,0,0,0,4,14,6,4,5,3,0
"43","100588",5,8,55,62,7177,49,41,10,3,1,1185,344,25,1,2.5,5,0,1,1,10,43,1,2,5,14,33,0,0,4,12,39,18,12,11,11,3
"44","1006131",6,5,7,11,1473,6,6,9,5.5,2,1035,736.5,438,2,3.5,5,0,0,0,0,7,0,0,0,1,6,0,1,0,1,5,4,1,0,1,1
"45","1006162",9,3,4,4,318,4,3,4,4,4,318,318,318,3,3,3,0,0,0,0,4,0,0,0,1,3,0,0,0,0,4,1,0,3,0,0
"46","100625",6,5,7,7,1438,7,7,7,7,7,1438,1438,1438,7,7,7,0,1,1,3,2,0,1,2,2,2,0,0,3,2,2,2,1,1,1,2
"47","1006322",4,6,74,74,5954,72,52,16,11,1,1449,826.5,267,1,7.5,16,0,0,4,5,65,1,1,3,10,59,0,3,3,14,54,29,25,11,5,4
"48","1006520",6,5,26,26,3138,24,22,12,6,1,1139,629,196,1,5,11,0,0,0,0,26,0,0,0,3,23,0,1,0,1,24,4,10,7,3,2
"49","1006568",8,4,2,8,3536,2,2,4,4,4,2224,1768,1312,1,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0
"50","1006995",4,3,42,44,8347,40,28,15,10,9,3717,1948.5,733,7,7.5,11,0,0,2,10,30,0,0,2,17,23,0,6,5,8,23,8,14,5,8,7
"51","1007169",4,5,33,48,7967,29,24,16,12,8,2622,1938,1469,5,7.5,9,0,0,0,2,31,1,0,4,9,19,0,0,0,9,24,2,14,9,6,2
"52","1007176",9,7,22,30,6819,22,19,30,30,30,6819,6819,6819,19,19,19,0,0,0,2,20,0,0,2,7,13,0,1,2,2,17,2,9,6,4,1
"53","1007770",5,1,2,5,406,2,2,5,5,5,406,406,406,2,2,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0
"54","100786",6,4,3,3,213,3,3,3,3,3,213,213,213,3,3,3,0,0,0,1,2,0,0,0,3,0,0,0,0,1,2,1,1,1,0,0
"55","1008104",4,5,44,59,7851,42,37,32,21,6,4715,2372,764,3,15,22,0,0,0,4,40,2,1,0,8,33,0,1,2,5,36,9,14,11,7,3
"56","1008234",11,8,39,42,4097,38,32,21,9,3,1584,1104,305,3,8.5,17,0,0,0,2,37,1,0,0,5,33,0,1,1,1,36,15,8,12,3,1
"57","1008241",11,8,1,6,3960,1,1,6,6,6,3960,3960,3960,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"58","1008432",5,6,22,32,6050,22,17,26,16,6,3585,3025,2465,2,9,16,0,0,0,1,21,1,0,1,7,13,0,0,0,1,21,10,6,4,0,2
"59","100854",6,6,6,9,422,6,4,9,9,9,422,422,422,4,4,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,4,2,0,0,0
"60","1008593",5,6,30,45,6329,30,21,45,45,45,6329,6329,6329,21,21,21,0,0,0,5,25,0,3,1,10,16,0,0,1,2,27,7,15,7,1,0
"61","100861",8,5,61,75,20808,58,43,17,6.5,2,12905,983.5,235,1,4.5,11,0,0,1,3,57,0,1,3,7,50,0,3,4,12,42,24,13,9,9,6
"62","1008876",11,7,23,31,4864,23,22,19,4.5,3,2789,775.5,524,2,3.5,13,0,0,1,1,21,0,2,1,4,16,0,0,2,5,16,2,7,7,5,2
"63","1009057",11,8,2,3,120,2,2,3,3,3,120,120,120,2,2,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0
"64","100915",7,5,8,8,938,8,7,8,8,8,938,938,938,7,7,7,0,0,0,2,6,0,0,0,3,5,0,2,1,2,3,3,1,3,0,1
"65","1009163",10,5,19,26,2158,18,17,10,4,3,1470,200,79,2,4,6,0,0,0,1,18,0,0,4,5,10,0,0,0,1,18,10,6,1,2,0
"66","1009330",11,8,3,3,369,3,3,3,3,3,369,369,369,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,1,2,0,0,2,1,0
"67","100946",8,5,10,36,13526,10,5,36,36,36,13526,13526,13526,5,5,5,0,0,0,0,10,0,0,0,2,8,0,0,2,2,6,4,3,1,2,0
"68","100960",2,5,25,42,4804,21,17,10,2,1,1665,227,36,1,2,4,0,0,0,0,25,0,0,2,12,11,0,0,1,0,24,10,6,2,6,1
"69","1009736",10,1,1,2,36,1,1,2,2,2,36,36,36,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"70","1009866",11,8,33,54,14931,33,28,54,54,54,14931,14931,14931,28,28,28,0,0,0,6,27,0,1,1,11,20,0,0,2,9,22,11,7,6,6,3
"71","1009873",7,5,26,38,4537,24,18,23,3,1,3056,236.5,108,1,3,10,0,2,1,0,23,0,1,0,4,21,0,1,2,2,21,11,9,6,0,0
"72","1009897",11,8,5,8,870,5,5,8,8,8,870,870,870,5,5,5,0,0,0,3,2,0,0,1,2,2,0,0,0,3,2,2,2,0,1,0
"73","1009903",9,5,64,74,10175,52,42,17,3,2,2844,458.5,162,2,3,13,0,0,6,0,58,0,1,10,10,43,0,0,2,5,57,23,15,10,7,9
"74","100991",5,5,18,24,2095,18,15,24,24,24,2095,2095,2095,15,15,15,0,1,0,1,16,2,0,0,4,12,0,1,0,3,14,7,4,4,3,0
"75","1009972",3,7,57,58,4203,56,42,28,23,7,2342,1682,179,4,19,22,0,0,2,4,51,1,2,4,11,39,0,2,3,7,45,34,10,2,10,1
"76","101042",6,5,29,33,5260,28,22,22,5,1,4595,310,45,1,5,14,0,0,0,2,27,0,0,3,7,19,0,0,1,4,24,12,6,8,0,3
"77","101066",5,5,20,24,1572,19,16,16,4,4,1000,288,284,1,4,12,0,0,0,0,20,1,0,0,3,16,0,0,0,3,17,9,8,3,0,0
"78","1011166",5,5,13,13,630,12,12,8,3,2,493,80,57,2,3,8,0,0,0,2,11,0,2,1,2,8,0,0,0,3,10,9,1,3,0,0
"79","1011241",6,5,32,43,5078,24,21,16,8,4,1430,1010,580,3,5,10,0,0,0,0,32,0,0,2,8,22,0,0,0,0,32,12,7,8,5,0
"80","1011517",6,5,10,11,3149,10,8,9,5.5,2,2394,1574.5,755,1,4,7,0,0,0,1,9,0,1,0,1,8,0,0,0,3,7,3,2,1,2,2
"81","1011586",4,6,84,110,33280,76,49,18,10,7,11067,1904,288,3,6,11,0,1,2,4,77,2,0,5,17,60,2,3,4,6,69,37,27,6,5,9
"82","1011616",5,4,2,4,576,2,2,2,2,2,516,288,60,1,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0
"83","101172",4,6,1,2,280,1,1,2,2,2,280,280,280,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"84","1011968",3,5,19,20,2095,16,15,7,5,3,746,557.5,234,3,5,5,0,0,1,1,17,0,0,5,1,13,0,1,2,4,12,7,4,4,3,1
"85","1012026",7,5,42,47,4091,40,32,18,12,5,1648,1031.5,380,5,8,15,0,0,1,2,39,0,2,2,9,29,2,0,0,2,38,12,20,8,2,0
"86","1012057",4,8,33,37,4418,33,28,37,37,37,4418,4418,4418,28,28,28,0,0,0,3,30,0,1,1,6,25,0,0,0,3,30,11,3,13,6,0
"87","1012330",3,3,14,23,8583,14,11,15,11.5,8,4327,4291.5,4256,4,6,8,0,0,0,2,12,0,0,4,0,10,0,0,0,1,13,5,2,1,4,2
"88","1012392",11,6,93,114,6856,88,61,17,6,3,1256,330,139,2,4.5,8,1,0,0,4,88,1,0,5,16,71,1,1,3,13,75,58,24,6,5,0
"89","1012569",11,8,5,8,1498,5,5,8,8,8,1498,1498,1498,5,5,5,0,0,1,1,3,0,0,0,1,4,0,2,0,2,1,0,0,3,1,1
"90","1012958",6,5,12,13,1194,12,10,10,6.5,3,862,597,332,2,5,8,0,0,0,0,12,0,0,0,5,7,0,0,0,0,12,0,5,5,2,0
"91","1013047",3,5,11,11,2032,11,10,11,11,11,2032,2032,2032,10,10,10,1,0,2,0,8,1,1,0,3,6,1,2,1,1,6,0,0,5,3,3
"92","1013160",11,5,32,45,12423,30,26,15,7,1,5631,1924.5,99,1,4.5,11,0,0,1,1,30,0,0,2,5,25,0,0,2,3,27,11,6,9,4,2
"93","1013214",3,6,14,20,3639,14,12,20,20,20,3639,3639,3639,12,12,12,0,0,0,2,12,0,0,2,2,10,0,0,0,1,13,2,8,2,1,1
"94","1013283",4,6,33,57,4044,31,22,30,14,13,1751,1182,1111,5,8,13,0,0,0,1,32,0,0,2,5,26,1,1,0,3,28,21,12,0,0,0
"95","101332",4,8,15,16,2944,11,9,9,5,2,1804,827,313,2,4,6,0,0,1,1,13,0,0,1,5,9,1,0,0,0,14,2,9,3,0,1
"96","1013412",5,6,79,133,30134,76,48,117,66.5,16,28843,15067,1291,9,25,41,0,1,0,0,78,1,1,2,11,64,0,0,2,7,70,36,17,10,12,4
"97","1013573",7,6,16,17,1936,16,13,11,8.5,6,1219,968,717,5,7,9,0,0,0,1,15,0,0,1,3,12,0,0,1,2,13,5,1,4,5,1
"98","1013689",11,8,6,8,586,6,6,8,8,8,586,586,586,6,6,6,0,0,0,0,6,0,0,0,1,5,0,0,0,1,5,4,2,0,0,0
"99","1013795",4,6,5,6,585,5,5,6,6,6,585,585,585,5,5,5,0,0,0,0,5,0,0,0,1,4,0,0,0,0,5,1,2,2,0,0
"100","1013863",6,4,38,52,4848,36,29,24,10,8,3120,634,460,4,6,16,0,0,0,2,36,0,2,5,10,21,0,0,1,3,34,17,13,5,3,0
"101","1014020",4,6,15,19,3269,15,13,5,3,1,1375,337,26,1,2,3,0,0,0,2,13,0,0,2,6,7,0,1,0,3,11,6,1,4,2,2
"102","1014235",4,5,5,11,2067,5,4,6,5.5,5,1475,1033.5,592,1,2,3,0,0,0,0,5,0,0,0,3,2,0,0,0,0,5,2,2,1,0,0
"103","1014327",4,5,22,32,7183,21,20,10,4,3,3219,857.5,108,1,3,8,0,1,0,2,19,2,0,1,6,13,2,2,0,2,16,5,4,6,2,5
"104","1014365",4,5,24,29,4897,24,20,11,4,2,3119,274,97,2,3,6,0,0,0,0,24,0,0,1,2,21,0,0,2,2,20,8,7,6,1,2
"105","1014389",4,6,30,60,12448,30,22,60,60,60,12448,12448,12448,22,22,22,0,1,1,1,27,1,0,1,6,22,0,0,2,5,23,6,5,6,11,2
"106","1014471",7,7,17,60,42702,16,13,19,10,3,14149,7202,1845,1,2.5,5,0,0,0,1,16,1,0,1,6,9,0,0,0,0,17,2,0,6,5,4
"107","1014686",5,3,5,8,2781,5,4,8,8,8,2781,2781,2781,4,4,4,0,0,1,0,4,0,0,1,1,3,0,0,1,0,4,1,0,1,1,2
"108","1015294",11,8,11,11,1688,11,11,3,3,2,957,307,117,2,3,3,0,0,0,1,10,0,0,0,4,7,0,0,2,2,7,3,4,1,2,1
"109","1015348",11,6,59,67,5403,54,41,21,9,3,1490,957,108,1,7,17,0,2,0,1,56,1,1,2,9,46,0,3,0,3,53,28,13,10,6,2
"110","1015416",1,5,27,31,3151,27,22,12,3.5,2,1082,491.5,100,2,3,8,0,0,1,7,19,0,4,3,2,18,0,2,0,5,20,12,3,5,5,2
"111","1015461",4,5,5,6,227,4,3,2,2,2,141,60,26,1,1,2,0,0,0,0,5,0,0,0,4,1,0,0,0,0,5,4,0,1,0,0
"112","1015744",5,6,3,3,577,3,2,3,3,3,577,577,577,2,2,2,0,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0,2,0,0,1
"113","101585",4,6,4,5,270,4,4,5,5,5,270,270,270,4,4,4,0,0,0,0,4,0,0,1,0,3,0,0,0,0,4,1,3,0,0,0
"114","1015867",11,7,12,19,1322,12,10,19,19,19,1322,1322,1322,10,10,10,0,0,0,2,10,1,0,0,2,9,0,0,0,4,8,7,4,1,0,0
"115","1016208",4,1,20,24,2050,19,17,13,8,3,1162,651,237,2,7,11,0,0,1,1,18,1,2,0,4,13,0,0,0,1,19,6,4,7,3,0
"116","1016260",4,5,54,66,18596,54,40,41,17,8,9460,6532,2604,2,14,26,0,1,2,1,50,1,1,2,11,39,2,4,3,9,36,8,11,10,13,12
"117","1016529",7,5,8,15,2918,8,7,8,4,3,1248,1219,451,1,2,5,1,1,0,1,5,1,0,1,6,0,1,1,1,1,4,1,1,3,2,1
"118","1016673",3,5,45,147,60298,40,29,67,18.5,6,43251,3061.5,1213,3,6,9,0,0,4,5,36,0,2,3,15,25,0,1,3,11,30,20,12,6,6,1
"119","1017199",4,5,3,6,2206,3,2,4,3,2,1466,1103,740,1,1.5,2,0,0,0,0,3,0,0,0,1,2,0,0,0,0,3,0,0,1,2,0
"120","1017267",5,5,82,142,19094,70,49,39,15.5,7,5505,2175,623,3,8.5,17,0,0,1,4,77,0,1,4,29,48,0,0,5,4,73,31,24,19,6,2
"121","1017366",8,5,24,31,3230,24,17,14,3.5,1,1096,480.5,62,1,1.5,10,0,0,0,0,24,0,0,0,3,21,0,0,2,2,20,8,11,3,2,0
"122","1018165",5,8,3,3,343,3,3,3,3,3,343,343,343,3,3,3,0,0,0,1,2,0,0,0,1,2,0,0,0,0,3,0,1,1,1,0
"123","1018271",11,3,3,4,2483,3,3,4,4,4,2483,2483,2483,3,3,3,0,0,0,0,3,0,0,0,1,2,0,0,0,0,3,0,1,0,0,2
"124","1018462",11,8,1,3,765,1,1,3,3,3,765,765,765,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"125","1018516",5,5,7,8,1309,7,7,8,8,8,1309,1309,1309,7,7,7,0,0,1,3,3,0,0,3,2,2,0,0,2,0,5,2,0,1,1,3
"126","101868",5,5,25,26,2419,25,20,11,3,2,790,403,198,1,3,8,0,1,2,2,20,1,2,3,3,16,0,1,3,5,16,8,7,5,4,1
"127","1018806",10,5,16,18,1707,16,12,10,7,1,1003,605,99,1,3,8,0,0,0,0,16,0,0,0,5,11,0,0,0,0,16,4,7,4,1,0
"128","1019193",2,5,7,7,308,7,7,2,1,1,134,48,23,1,1,2,0,0,0,0,7,0,0,0,3,4,0,0,0,1,6,6,1,0,0,0
"129","1019605",4,7,12,28,18228,12,11,14,12,2,15836,2276,116,1,4,6,0,0,1,3,8,1,1,2,3,5,0,1,0,2,9,1,7,0,2,2
"130","1019612",2,6,6,7,468,5,5,5,3.5,2,288,234,180,1,3,5,0,0,0,0,6,0,0,1,1,4,0,0,0,0,6,2,3,1,0,0
"131","1019650",5,5,25,25,1728,25,22,8,6,2,596,453,58,2,6,6,0,1,1,2,21,1,0,2,9,13,0,0,2,2,21,14,4,2,5,0
"132","101981",6,5,353,521,90136,264,161,31,10,1,13691,1039,43,1,6,22,2,9,9,36,297,9,10,24,72,238,4,18,20,36,275,146,88,57,30,32
"133","1019957",6,6,10,11,1895,10,10,11,11,11,1895,1895,1895,10,10,10,0,0,0,0,10,0,0,0,1,9,0,0,0,5,5,0,7,2,0,1
"134","101998",5,5,126,174,33273,106,68,21,5,1,5840,871,68,1,3.5,10,0,0,6,5,115,0,3,8,16,99,4,6,6,19,91,50,17,26,21,12
"135","1019995",11,5,26,48,9517,23,18,19,8,4,3317,1928,1080,1,5,6,0,0,0,9,17,0,0,2,3,21,0,1,3,8,14,2,10,8,4,2
"136","102032",4,5,57,77,24259,50,38,17,12,10,13174,2105,975,7,8,14,0,0,0,4,53,0,0,9,12,36,0,0,1,7,49,12,12,15,12,6
"137","1020342",3,8,4,4,423,4,4,2,2,2,360,211.5,63,2,2,2,0,0,0,0,4,0,0,0,0,4,0,1,0,1,2,2,0,1,1,0
"138","102070",3,6,26,31,3291,26,22,15,4,2,1023,780,204,1,4,11,0,0,1,2,23,1,0,1,3,21,0,0,1,1,24,10,6,3,6,1
"139","102100",5,5,56,84,6689,40,26,12,6.5,1,1069,488.5,18,1,5,7,0,0,0,1,55,0,3,3,27,23,0,0,0,2,54,27,14,7,5,3
"140","1021172",9,5,13,16,6370,9,6,6,3,2,4600,558,52,2,2,3,0,0,0,0,13,0,0,1,6,6,0,0,0,1,12,3,0,0,5,5
"141","1021240",7,5,18,23,4415,18,14,14,1,1,2811,249,109,1,1,7,1,0,0,1,16,1,0,1,7,9,0,1,1,1,15,1,2,10,3,2
"142","102131",6,6,4,4,189,4,4,4,4,4,189,189,189,4,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,2,1,1,0,0
"143","1021318",3,5,8,9,755,8,6,5,4.5,4,454,377.5,301,2,3,4,0,0,0,0,8,0,0,0,3,5,0,0,0,0,8,2,3,1,2,0
"144","1021554",6,6,49,51,3603,48,38,22,16,13,1555,1070,978,11,13,18,0,0,2,4,43,1,0,4,18,26,0,3,1,6,39,16,20,12,1,0
"145","1021714",3,8,14,29,3093,14,10,19,4.5,1,1710,616.5,150,1,1,7,0,0,1,0,13,0,1,0,2,11,0,0,0,3,11,6,4,2,2,0
"146","1021943",11,8,6,19,6081,6,6,16,9.5,3,6006,3040.5,75,2,3,4,0,0,0,0,6,0,0,1,2,3,0,0,0,0,6,3,2,1,0,0
"147","1022094",4,5,8,18,1405,7,7,8,8,2,941,432,32,1,2,5,0,0,0,0,8,0,0,2,3,3,0,0,0,0,8,5,1,2,0,0
"148","102216",6,5,41,55,6206,39,35,12,10,1,2365,852,88,1,6,11,0,0,1,9,31,3,1,7,9,21,0,2,2,5,32,18,11,6,3,3
"149","1022483",2,5,22,31,3514,22,14,23,15.5,8,2591,1757,923,6,8,10,0,0,0,0,22,0,0,0,11,11,0,0,0,3,19,8,7,6,1,0
"150","1022551",5,5,13,22,3208,12,11,12,11,10,1758,1604,1450,6,6.5,7,0,0,0,0,13,0,0,0,3,10,0,0,0,3,10,2,1,7,3,0
"151","1022582",6,6,27,29,1395,27,24,23,14.5,6,939,697.5,456,6,12.5,19,0,0,4,3,20,0,2,2,7,16,0,0,2,3,22,18,4,4,1,0
"152","1022612",10,5,54,76,7489,48,43,18,5,1,1664,368.5,95,1,3.5,9,1,0,1,5,47,2,0,8,11,33,1,0,3,9,41,25,9,11,8,1
"153","1022780",4,5,23,48,6134,21,18,32,10,6,4588,921,625,3,5,14,0,0,1,1,21,1,0,2,13,7,0,0,0,0,23,11,4,5,3,0
"154","1022841",5,5,11,15,769,11,9,15,15,15,769,769,769,9,9,9,0,0,0,0,11,0,0,1,3,7,0,0,0,1,10,7,2,1,1,0
"155","102292",4,6,208,287,68788,198,148,39,5,1,17910,756,11,1,4.5,17,1,5,19,43,140,8,6,22,43,129,5,18,28,46,111,54,50,50,28,26
"156","1022995",6,5,60,63,4651,54,42,18,9,1,1411,715,9,1,9,15,0,0,2,2,56,2,0,4,15,39,0,1,1,6,52,30,16,8,3,3
"157","1023039",2,6,25,37,5180,24,20,13,4,1,1567,459,129,1,2.5,8,0,0,2,3,20,0,0,1,10,14,1,2,0,1,21,6,9,7,3,0
"158","1023077",4,7,14,17,1551,12,11,5,3,2,481,305,203,2,2,4,0,0,0,2,12,0,0,0,1,13,0,2,1,2,9,1,11,0,2,0
"159","102308",9,8,15,24,3254,9,9,8,2,1,1212,228,98,1,1.5,2,0,0,0,0,15,0,0,0,7,8,0,0,0,1,14,6,1,1,7,0
"160","1023091",7,5,26,32,3215,26,18,24,5,3,2501,555,159,1,5,12,0,0,3,3,20,1,3,5,5,12,0,0,2,8,16,8,10,3,5,0
"161","1023121",7,3,11,14,1275,11,8,11,7,3,1029,637.5,246,3,4.5,6,0,0,0,0,11,0,0,1,3,7,0,0,1,1,9,5,2,4,0,0
"162","1023138",3,5,15,17,2294,15,13,7,3.5,3,1205,413,263,3,3,5,0,0,0,0,15,0,0,1,2,12,0,0,2,0,13,4,2,3,6,0
"163","1023169",7,5,24,30,3382,24,18,24,15,6,2847,1691,535,4,9,14,0,0,0,2,22,0,1,0,8,15,0,0,1,5,18,11,4,6,2,1
"164","1023220",4,6,62,62,2991,56,37,26,25,11,1429,1099,463,9,17,18,0,0,0,2,60,0,1,1,11,49,0,1,2,9,50,43,12,3,4,0
